Proponente,Nome Progetto,Procedura,Cartella,Tipo,Nome Impianto,Localita,Regione,Marca,modello,MWp,Altezza Totale,Mozzo,Lama,Diametro,Longitudine,Latitudine,Altitudine,Catastale,Particella,Note,Doc Origine,Lat Converted,Long Converted
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T11B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.439240°,7.852128°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.439240,7.852128
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T12A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.394879°,7.905426°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.394879,7.905426
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T12B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.456437°,7.945994°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.456437,7.945994
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T13A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.374681°,7.884532°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.374681,7.884532
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T13B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.456156°,7.925075°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.456156,7.925075
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T14A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.374478°,7.863639°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.374478,7.863639
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T14B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.455961°,7.904157°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.455961,7.904157
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T15A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.374272°,7.842745°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.374272,7.842745
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T15B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.455762°,7.883239°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.455762,7.883239
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T16A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.358464°,7.884790°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.358464,7.884790
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T16B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.455559°,7.862321°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.455559,7.862321
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T17A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.358262°,7.863901°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.358262,7.863901
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T17B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.472564°,7.945749°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.472564,7.945749
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T18A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.358056°,7.843013°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.358056,7.843013
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T18B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.472372°,7.924826°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.472372,7.924826
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T19A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.342248°,7.885048°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.342248,7.885048
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T19B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.472177°,7.903903°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.472177,7.903903
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T1A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.407698°,7.946727°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.407698,7.946727
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T1B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.423914°,7.946483°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.423914,7.946483
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T20A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.3542046°,7.864164°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.3542046,7.864164
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T20B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.471978°,7.882980°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.471978,7.882980
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T21A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.341840°,7.863280°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.341840,7.863280
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T21B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.471775°,7.862057°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.471775,7.862057
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T2A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.407507°,7.925823°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.407507,7.925823
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T2B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.423723°,7.925574°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.423723,7.925574
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T3A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.407312°,7.904920°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.407312,7.904920
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T3B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.423528°,7.904665°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.423528,7.904665
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T4A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.407113°,7.884016°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.407113,7.884016
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T4B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.423329°,7.883757°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.423329,7.883757
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T5A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.406911°,7.863112°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.406911,7.863112
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T5B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.423127°,7.862848°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.423127,7.862848
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T6A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.406705°,7.842209°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.406705,7.842209
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T6B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.422921°,7.841940°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.422921,7.841940
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T7A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.391290°,7.926072°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.391290,7.926072
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T7B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.440036°,7.935781°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.440036,7.935781
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T8A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.391095°,7.905173°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.391095,7.905173
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T8B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.439842°,7.914868°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.439842,7.914868
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T9A,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.390897°,7.884274°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.390897,7.884274
Ichnusa Wind Power S.r.l.,PARCO EOLICO FLOTTANTE NEL MARE DI SARDEGNA SUD OCCIDENTALE,5355,7505,Eolico Offshore,T9B,SARDEGNA SUD OCCIDENTALE,SARDEGNA SUD OCCIDENTALE,GE Vernova,Haliade-X,12,280,160,120,"240,00",39.439645°,7.893954°,,,,dati produttore dedotti da MW. Diametro calcolato sull a base delle distanze minime tra generatori,F0219T_T03_AREDEM_00_a.pdf,39.439645,7.893954
GRVDEP Energia S.r.l.,Ischinditta,5371,7505,Eolico,OZ1,Ozieri,Logudoro,VESTAS,"V150-5,6MW","5,60",180,105,75,"150,00","495416,79","4510301,16",588,,,,1_9-Relazione_segnalazione_cromatica_e_luminosa-scheda_ostacoli_verticali.pdf,40.74364395,8.94571364
GRVDEP Energia S.r.l.,Ischinditta,5371,7505,Eolico,OZ2,Ozieri,Logudoro,VESTAS,"V150-5,6MW","5,60",180,105,75,"150,00","494291,03","4510200,68",616,,,,1_9-Relazione_segnalazione_cromatica_e_luminosa-scheda_ostacoli_verticali.pdf,40.74273172,8.93238036
GRVDEP Energia S.r.l.,Ischinditta,5371,7505,Eolico,OZ3,Ozieri,Logudoro,VESTAS,"V150-5,6MW","5,60",180,105,75,"150,00","494179,90","4509688,28",571,,,,1_9-Relazione_segnalazione_cromatica_e_luminosa-scheda_ostacoli_verticali.pdf,40.73811491,8.93106886
GRVDEP Energia S.r.l.,Ischinditta,5371,7505,Eolico,OZ4,Ozieri,Logudoro,VESTAS,"V150-5,6MW","5,60",180,105,75,"150,00","494867,56","4509509,07","583,00",,,,1_9-Relazione_segnalazione_cromatica_e_luminosa-scheda_ostacoli_verticali.pdf,40.73650505,8.93921472
GRVDEP Energia S.r.l.,Ischinditta,5371,7505,Eolico,OZ5,Ozieri,Logudoro,VESTAS,"V150-5,6MW","5,60",180,105,75,"150,00","493943,98","4509186,03","592,00",,,,1_9-Relazione_segnalazione_cromatica_e_luminosa-scheda_ostacoli_verticali.pdf,40.73358862,8.92827957
GRVDEP Energia S.r.l.,Ischinditta,5371,7505,Eolico,OZ6,Chiaramonti,Anglona,VESTAS,"V150-5,6MW","5,60",180,105,75,"150,00","493226,98","4508093,49","620,00",,,,1_9-Relazione_segnalazione_cromatica_e_luminosa-scheda_ostacoli_verticali.pdf,40.72374071,8.91980008
GRVDEP Energia S.r.l.,Ischinditta,5371,7505,Eolico,OZ7,Chiaramonti,Anglona,VESTAS,"V150-5,6MW","5,60",180,105,75,"150,00","493142,29","4508649,24","607,20",,,,1_9-Relazione_segnalazione_cromatica_e_luminosa-scheda_ostacoli_verticali.pdf,40.72874657,8.91879117
GRVDEP Energia S.r.l.,Ischinditta,5371,7505,Eolico,OZ8,Chiaramonti,Anglona,VESTAS,"V150-5,6MW","5,60",180,105,75,"150,00","492192,36","4507790,79","584,90",,,,1_9-Relazione_segnalazione_cromatica_e_luminosa-scheda_ostacoli_verticali.pdf,40.72100463,8.90755284
GRVDEP Energia S.r.l.,Ischinditta,5371,7505,Eolico,OZ9,Chiaramonti,Anglona,VESTAS,"V150-5,6MW","5,60",180,105,75,"150,00","491557,00","4507514,00","566,00",,,,1_9-Relazione_segnalazione_cromatica_e_luminosa-scheda_ostacoli_verticali.pdf,40.71850485,8.90003354
RWE Renewables Italia S.r.l,Nule Benetutti,5471,7542,Eolico,BE-01,Benetutti,Goceano,NORDEX,N163-5.7_TS118-00,"5,7","198,5",118,"79,90",163,520782.00,4478329.00,"669,00",,,,,40.45536396,9.24509956
RWE Renewables Italia S.r.l,Nule Benetutti,5471,7542,Eolico,BE-02,Benetutti,Goceano,NORDEX,N163-5.7_TS118-00,"5,7","198,5",118,"79,90",163,520068.00,4477401.00,"640,00",,,,,40.44702114,9.23664950
RWE Renewables Italia S.r.l,Nule Benetutti,5471,7542,Eolico,BE-03,Benetutti,Goceano,NORDEX,N163-5.7_TS118-00,"5,7","198,5",118,"79,90",163,519219.00,4477158.00,"627,00",,,,,40.44485200,9.22663050
RWE Renewables Italia S.r.l,Nule Benetutti,5471,7542,Eolico,NU-01,Nule,Goceano,NORDEX,N163-5.7_TS118-00,"5,7","198,5",118,"79,90",163,519821.00,4480660.00,"718,00",,,,,40.47638742,9.23383859
RWE Renewables Italia S.r.l,Nule Benetutti,5471,7542,Eolico,NU-02,Nule,Goceano,NORDEX,N163-5.7_TS118-00,"5,7","198,5",118,"79,90",163,520637.00,4479766.00,"683,00",,,,,40.46831351,9.24343620
RWE Renewables Italia S.r.l,Nule Benetutti,5471,7542,Eolico,NU-03,Nule,Goceano,NORDEX,N163-5.7_TS118-00,"5,7","198,5",118,"79,90",163,520633.00,4480578.00,"686,00",,,,,40.47562890,9.24341543
RWE Renewables Italia S.r.l,Nule Benetutti,5471,7542,Eolico,NU-04,Nule,Goceano,NORDEX,N163-5.7_TS118-00,"5,7","198,5",118,"79,90",163,521657.00,4480833.00,"711,00",,,,,40.47790012,9.25550455
RWE Renewables Italia S.r.l,Nule Benetutti,5471,7542,Eolico,NU-05,Nule,Goceano,NORDEX,N163-5.7_TS118-00,"5,7","198,5",118,"79,90",163,522534.00,4481114.00,"706,00",,,,,40.48040830,9.26586108
RWE Renewables Italia S.r.l,Nule Benetutti,5471,7542,Eolico,NU-06,Nule,Goceano,NORDEX,N163-5.7_TS118-00,"5,7","198,5",118,"79,90",163,522469.00,4480380.00,"704,00",,,,,40.47379748,9.26506820
RWE Renewables Italia S.r.l,Nule Benetutti,5471,7542,Eolico,NU-07,Nule,Goceano,NORDEX,N163-5.7_TS118-00,"5,7","198,5",118,"79,90",163,522284.00,4479832.00,"678,00",,,,,40.46886555,9.26286652
RWE Renewables Italia S.r.l,Nule Benetutti,5471,7542,Eolico,NU-08,Nule,Goceano,NORDEX,N163-5.7_TS118-00,"5,7","198,5",118,"79,90",163,523265.00,4480564.00,"713,00",,,,,40.47543322,9.27446531
Green Energy Sardegna 2 S.r.l.,BITTI - TERENASS,5476,7544,Eolico,BT01,Bitti,Barbagia di Nuoro,Siemens Gamesa,SG 6.0-170,"6,2",200,119,"83,00",170,1539295,4492675,"742,27",,,"Potenza limitata a 5,09",PA-Tav_25_TF.pdf,40.5832331736405,9.464298648848905
Green Energy Sardegna 2 S.r.l.,BITTI - TERENASS,5476,7544,Eolico,BT02,Bitti,Barbagia di Nuoro,Siemens Gamesa,SG 6.0-170,"6,2",200,119,"83,00",170,1538584,4492315,"800,22",,,"Potenza limitata a 5,09",PA-Tav_25_TF.pdf,40.58002362882657,9.455875911588965
Green Energy Sardegna 2 S.r.l.,BITTI - TERENASS,5476,7544,Eolico,BT03,Bitti,Barbagia di Nuoro,Siemens Gamesa,SG 6.0-170,"6,2",200,119,"83,00",170,1537847,4492573,"836,6",,,"Potenza limitata a 5,09",PA-Tav_25_TF.pdf,40.58238182119477,9.447183874251472
Green Energy Sardegna 2 S.r.l.,BITTI - TERENASS,5476,7544,Eolico,BT04,Bitti,Barbagia di Nuoro,Siemens Gamesa,SG 6.0-170,"6,2",200,119,"83,00",170,1536783,4492436,"896,17",,,"Potenza limitata a 5,09",PA-Tav_25_TF.pdf,40.58119565684189,9.434604469007033
Green Energy Sardegna 2 S.r.l.,BITTI - TERENASS,5476,7544,Eolico,BT05,Bitti,Barbagia di Nuoro,Siemens Gamesa,SG 6.0-170,"6,2",200,119,"83,00",170,1533318,4490770,"898,67",,,"Potenza limitata a 5,09",PA-Tav_25_TF.pdf,40.56633437843156,9.393577256818778
Green Energy Sardegna 2 S.r.l.,BITTI - TERENASS,5476,7544,Eolico,BT06,Bitti,Barbagia di Nuoro,Siemens Gamesa,SG 6.0-170,"6,2",200,119,"83,00",170,1533255,4490323,"883,56",,,"Potenza limitata a 5,09",PA-Tav_25_TF.pdf,40.56231013457061,9.392809528840742
Green Energy Sardegna 2 S.r.l.,BITTI - TERENASS,5476,7544,Eolico,BT07,Bitti,Barbagia di Nuoro,Siemens Gamesa,SG 6.0-170,"6,2",200,119,"83,00",170,1532964,4489838,"873,17",,,"Potenza limitata a 5,09",PA-Tav_25_TF.pdf,40.5579526676493,9.38934698601868
Green Energy Sardegna 2 S.r.l.,BITTI - TERENASS,5476,7544,Eolico,BT08,Bitti,Barbagia di Nuoro,Siemens Gamesa,SG 6.0-170,"6,2",200,119,"83,00",170,1533448,4488314,"818,38",,,"Potenza limitata a 5,09",PA-Tav_25_TF.pdf,40.544204356217165,9.394982843018733
Green Energy Sardegna 2 S.r.l.,BITTI - TERENASS,5476,7544,Eolico,BT09,Bitti,Barbagia di Nuoro,Siemens Gamesa,SG 6.0-170,"6,2",200,119,"83,00",170,1534295,4488327,"803,77",,,"Potenza limitata a 5,09",PA-Tav_25_TF.pdf,40.54428684066202,9.404985420756093
Green Energy Sardegna 2 S.r.l.,BITTI - TERENASS,5476,7544,Eolico,BT10,Bitti,Barbagia di Nuoro,Siemens Gamesa,SG 6.0-170,"6,2",200,119,"83,00",170,1534262,4487786,"770,47",,,"Potenza limitata a 5,09",PA-Tav_25_TF.pdf,40.539414622768845,9.404566415603059
Green Energy Sardegna 2 S.r.l.,BITTI - TERENASS,5476,7544,Eolico,BT11,Bitti,Barbagia di Nuoro,Siemens Gamesa,SG 6.0-170,"6,2",200,119,"83,00",170,1533643,4489511,"857,03",,,"Potenza limitata a 5,09",PA-Tav_25_TF.pdf,40.55497959687078,9.39734924725408
